t,acc
48.25,-1.01E+01
48.26,-1.21E+01
48.27,-1.06E+01
48.28,-1.33E+01
48.29,-1.21E+01
48.3,-1.39E+01
48.31,-1.35E+01
48.32,-2.71E+00
48.33,-4.88E+00
48.34,-1.29E+01
48.35,-1.22E+01
48.36,-6.83E+00
48.37,-1.93E+00
48.38,-2.55E+00
48.39,-1.33E+00
48.4,1.54E+00
48.41,5.06E+00
48.42,8.76E+00
48.43,1.12E+01
48.44,6.45E+00
48.45,-4.58E+00
48.46,-1.09E+01
48.47,-2.42E+01
48.48,-3.32E+01
48.49,-3.36E+01
48.5,-3.52E+01
48.51,-2.79E+01
48.52,-2.84E+01
48.53,-3.00E+01
48.54,-2.12E+01
48.55,-1.27E+01
48.56,-1.78E+00
48.57,3.17E-01
48.58,-3.80E+00
48.59,-6.39E+00
48.6,-6.34E+00
48.61,-3.45E+00
48.62,-9.62E+00
48.63,-1.24E+01
48.64,-1.19E+01
48.65,-1.38E+01
48.66,-5.25E+00
48.67,-1.35E+00
48.68,1.82E+00
48.69,8.67E+00
48.7,5.26E+00
48.71,3.10E+00
48.72,1.61E-01
48.73,-2.54E+00
48.74,1.42E+00
48.75,4.09E+00
48.76,9.10E+00
48.77,1.35E+01
48.78,1.19E+01
48.79,1.19E+01
48.8,1.33E+01
48.81,8.80E+00
48.82,5.24E+00
48.83,2.73E+00
48.84,-6.50E-01
48.85,-1.94E+00
48.86,-6.15E+00
48.87,-6.46E+00
48.88,-2.21E+00
48.89,-1.16E+00
48.9,-4.97E+00
48.91,-9.29E+00
48.92,-7.13E+00
48.93,2.94E+00
48.94,1.99E+01
48.95,2.92E+01
48.96,3.27E+01
48.97,3.85E+01
48.98,3.25E+01
48.99,1.69E+01
49,-7.34E-02
49.01,-1.38E+01
49.02,-2.61E+01
49.03,-3.79E+01
49.04,-3.75E+01
49.05,-3.16E+01
49.06,-2.52E+01
49.07,-1.18E+01
49.08,-4.85E-01
49.09,6.34E+00
49.1,1.39E+01
49.11,1.28E+01
49.12,1.12E+01
49.13,1.79E+01
49.14,1.63E+01
49.15,1.33E+01
49.16,5.54E+00
49.17,-6.70E+00
49.18,-1.03E+01
49.19,-1.76E+01
49.2,-1.70E+01
49.21,-1.05E+01
49.22,-7.85E+00
49.23,1.68E+00
49.24,9.37E+00
49.25,1.63E+01
49.26,2.10E+01
49.27,2.43E+01
49.28,2.75E+01
49.29,2.59E+01
49.3,2.52E+01
49.31,1.85E+01
49.32,9.05E+00
49.33,1.42E+00
49.34,-1.35E+00
49.35,-4.30E-01
49.36,-4.72E+00
49.37,-5.97E+00
49.38,-8.95E+00
49.39,-1.40E+01
49.4,-2.05E+01
49.41,-3.09E+01
49.42,-3.37E+01
49.43,-3.11E+01
49.44,-2.28E+01
49.45,-9.93E+00
49.46,-8.66E-01
49.47,7.48E+00
49.48,1.94E+01
49.49,3.15E+01
49.5,3.61E+01
49.51,3.81E+01
49.52,3.59E+01
49.53,2.20E+01
49.54,9.64E+00
49.55,5.48E-01
49.56,-7.14E+00
49.57,-5.08E+00
49.58,-1.19E+00
49.59,6.21E+00
49.6,1.86E+01
49.61,2.61E+01
49.62,3.89E+01
49.63,5.47E+01
49.64,5.44E+01
49.65,3.24E+01
49.66,-2.13E+00
49.67,-2.83E+01
49.68,-4.71E+01
49.69,-6.88E+01
49.7,-8.52E+01
49.71,-8.93E+01
49.72,-7.76E+01
49.73,-5.37E+01
49.74,-2.93E+01
49.75,-1.15E+01
49.76,4.72E+00
49.77,2.91E+01
49.78,5.40E+01
49.79,6.68E+01
49.8,7.43E+01
49.81,7.38E+01
49.82,6.18E+01
49.83,4.37E+01
49.84,1.30E+01
49.85,-1.27E+01
49.86,-2.84E+01
49.87,-5.22E+01
49.88,-7.37E+01
49.89,-8.90E+01
49.9,-9.49E+01
49.91,-8.78E+01
49.92,-6.61E+01
49.93,-3.05E+01
49.94,-1.55E+00
49.95,2.22E+01
49.96,4.45E+01
49.97,5.63E+01
49.98,5.51E+01
49.99,3.90E+01
50,2.35E+01
50.01,2.17E+01
50.02,2.60E+01
50.03,2.02E+01
50.04,1.13E+01
50.05,1.31E+01
50.06,2.36E+01
50.07,4.04E+01
50.08,4.38E+01
50.09,3.87E+01
50.1,4.53E+01
50.11,5.29E+01
50.12,5.48E+01
50.13,4.89E+01
50.14,3.08E+01
50.15,8.55E+00
50.16,-6.81E+00
50.17,-1.90E+01
50.18,-3.13E+01
50.19,-3.55E+01
50.2,-3.22E+01
50.21,-2.96E+01
50.22,-2.75E+01
50.23,-1.92E+01
50.24,-7.75E+00
50.25,-2.29E+00
50.26,1.36E+00
50.27,2.84E+00
50.28,9.96E-01
50.29,1.58E+00
50.3,7.30E-01
50.31,4.97E+00
50.32,8.51E+00
50.33,9.02E+00
50.34,1.78E+01
50.35,2.00E+01
50.36,2.10E+01
50.37,2.71E+01
50.38,2.52E+01
50.39,2.15E+01
50.4,1.78E+01
50.41,1.31E+01
50.42,1.11E+01
50.43,4.69E+00
50.44,-5.33E+00
50.45,-1.45E+01
50.46,-1.61E+01
50.47,-6.30E+00
50.48,2.74E+00
50.49,1.04E+01
50.5,1.39E+01
50.51,1.63E+01
50.52,2.43E+01
50.53,2.66E+01
50.54,2.58E+01
50.55,2.06E+01
50.56,1.08E+01
50.57,5.34E+00
50.58,2.95E+00
50.59,1.05E+01
50.6,1.96E+01
50.61,1.58E+01
50.62,4.53E+00
50.63,-5.26E+00
50.64,-6.43E+00
50.65,-6.23E+00
50.66,-1.23E+01
50.67,-1.81E+01
50.68,-2.41E+01
50.69,-3.41E+01
50.7,-4.03E+01
50.71,-3.37E+01
50.72,-1.77E+01
50.73,-8.90E-01
50.74,1.19E+01
50.75,2.11E+01
50.76,2.96E+01
50.77,3.88E+01
50.78,4.67E+01
50.79,5.60E+01
50.8,6.91E+01
50.81,7.50E+01
50.82,6.68E+01
50.83,5.65E+01
50.84,4.87E+01
50.85,3.32E+01
50.86,1.93E+01
50.87,9.94E+00
50.88,-7.40E+00
50.89,-2.00E+01
50.9,-2.35E+01
50.91,-2.74E+01
50.92,-2.86E+01
50.93,-3.02E+01
50.94,-3.11E+01
50.95,-2.47E+01
50.96,-2.03E+01
50.97,-2.11E+01
50.98,-2.53E+01
50.99,-3.04E+01
51,-2.73E+01
51.01,-2.13E+01
51.02,-1.60E+01
51.03,-1.50E+01
51.04,-2.14E+01
51.05,-2.63E+01
51.06,-3.44E+01
51.07,-4.22E+01
51.08,-4.02E+01
51.09,-3.76E+01
51.1,-4.10E+01
51.11,-4.51E+01
51.12,-4.66E+01
51.13,-4.19E+01
51.14,-2.85E+01
51.15,-1.86E+01
51.16,-1.17E+01
51.17,2.47E+00
51.18,1.68E+01
51.19,3.08E+01
51.2,4.36E+01
51.21,5.35E+01
51.22,6.31E+01
51.23,7.01E+01
51.24,7.03E+01
51.25,6.25E+01
51.26,4.87E+01
51.27,2.31E+01
51.28,3.74E+00
51.29,-4.43E+00
51.3,-2.01E+01
51.31,-3.05E+01
51.32,-3.72E+01
51.33,-4.40E+01
51.34,-4.46E+01
51.35,-4.24E+01
51.36,-2.92E+01
51.37,-1.32E+01
51.38,-2.03E+00
51.39,1.08E+01
51.4,2.02E+01
51.41,2.32E+01
51.42,2.21E+01
51.43,1.42E+01
51.44,-1.15E+00
51.45,-1.84E+01
51.46,-2.95E+01
51.47,-3.39E+01
51.48,-3.82E+01
51.49,-4.08E+01
51.5,-3.85E+01
51.51,-3.10E+01
51.52,-1.20E+01
51.53,1.22E+01
51.54,2.83E+01
51.55,3.67E+01
51.56,4.44E+01
51.57,4.67E+01
51.58,3.84E+01
51.59,2.26E+01
51.6,6.66E+00
51.61,3.74E+00
51.62,2.04E+00
51.63,1.76E+00
51.64,1.27E+01
51.65,1.41E+01
51.66,1.50E+01
51.67,2.12E+01
51.68,1.83E+01
51.69,1.79E+01
51.7,1.86E+01
51.71,1.68E+01
51.72,1.32E+01
51.73,-1.96E-01
51.74,-9.64E+00
51.75,-1.21E+01
51.76,-2.02E+01
51.77,-2.76E+01
51.78,-2.90E+01
51.79,-3.42E+01
51.8,-4.05E+01
51.81,-3.84E+01
51.82,-3.99E+01
51.83,-4.01E+01
51.84,-3.47E+01
51.85,-2.99E+01
51.86,-1.38E+01
51.87,1.86E+00
51.88,6.98E+00
51.89,1.51E+01
51.9,2.93E+01
51.91,3.73E+01
51.92,3.25E+01
51.93,2.36E+01
51.94,1.36E+01
51.95,5.28E+00
51.96,5.43E+00
51.97,3.49E+00
51.98,-2.44E+00
51.99,-1.04E+01
52,-2.59E+01
52.01,-3.68E+01
52.02,-3.50E+01
52.03,-1.93E+01
52.04,5.80E+00
52.05,2.40E+01
52.06,3.54E+01
52.07,4.69E+01
52.08,5.09E+01
52.09,4.31E+01
52.1,3.13E+01
52.11,1.75E+01
52.12,7.92E+00
52.13,2.75E+00
52.14,-6.87E+00
52.15,-1.65E+01
52.16,-2.36E+01
52.17,-2.46E+01
52.18,-2.03E+01
52.19,-1.54E+01
52.2,-8.83E+00
52.21,-4.72E+00
52.22,5.92E-01
52.23,7.34E+00
52.24,5.12E+00
52.25,-9.18E-01
52.26,-3.33E-01
52.27,-3.72E+00
52.28,-9.88E+00
52.29,-8.09E+00
52.3,-5.97E+00
52.31,3.20E+00
52.32,1.71E+01
52.33,2.03E+01
52.34,1.64E+01
52.35,4.23E+00
52.36,-1.18E+01
52.37,-2.10E+01
52.38,-2.83E+01
52.39,-3.72E+01
52.4,-4.23E+01
52.41,-4.17E+01
52.42,-3.22E+01
52.43,-1.70E+01
52.44,-8.74E+00
52.45,-2.28E+00
52.46,1.06E+01
52.47,2.57E+01
52.48,3.85E+01
52.49,4.04E+01
52.5,3.65E+01
52.51,3.30E+01
52.52,2.05E+01
52.53,5.07E+00
52.54,-3.02E+00
52.55,-9.66E+00
52.56,-1.89E+01
52.57,-2.36E+01
52.58,-2.31E+01
52.59,-2.50E+01
52.6,-2.55E+01
52.61,-2.00E+01
52.62,-1.55E+01
52.63,-1.20E+01
52.64,-9.80E+00
52.65,-1.17E+01
52.66,-7.90E+00
52.67,-5.06E+00
52.68,-8.47E+00
52.69,-7.45E+00
52.7,-6.84E+00
52.71,-1.77E+00
52.72,1.00E+01
52.73,1.84E+01
52.74,2.52E+01
52.75,3.30E+01
52.76,4.10E+01
52.77,4.19E+01
52.78,3.75E+01
52.79,3.32E+01
52.8,2.22E+01
52.81,9.74E+00
52.82,3.00E+00
52.83,-4.53E+00
52.84,-1.62E+01
52.85,-3.03E+01
52.86,-3.97E+01
52.87,-4.39E+01
52.88,-4.45E+01
52.89,-3.40E+01
52.9,-2.32E+01
52.91,-1.56E+01
52.92,-6.66E+00
52.93,-4.72E+00
52.94,-4.67E+00
52.95,-9.18E+00
52.96,-1.92E+01
52.97,-2.49E+01
52.98,-2.71E+01
52.99,-2.73E+01
53,-3.20E+01
53.01,-3.45E+01
53.02,-3.03E+01
53.03,-2.68E+01
53.04,-2.01E+01
53.05,-1.78E+01
53.06,-9.85E+00
53.07,1.24E+00
53.08,-3.84E+00
53.09,-3.17E-02
53.1,7.34E+00
53.11,9.13E+00
53.12,1.88E+01
53.13,2.16E+01
53.14,2.28E+01
53.15,2.93E+01
53.16,2.89E+01
53.17,2.35E+01
53.18,1.31E+01
53.19,-3.68E-01
53.2,-7.04E+00
53.21,-5.83E+00
53.22,1.63E+00
53.23,1.20E+01
53.24,2.10E+01
53.25,2.46E+01
53.26,1.93E+01
53.27,1.30E+01
53.28,4.62E+00
53.29,-1.02E+01
53.3,-1.72E+01
53.31,-2.06E+01
53.32,-2.54E+01
53.33,-3.32E+01
53.34,-4.39E+01
53.35,-3.71E+01
53.36,-2.17E+01
53.37,-8.91E+00
53.38,5.10E+00
53.39,1.55E+01
53.4,2.56E+01
53.41,2.86E+01
53.42,2.27E+01
53.43,1.21E+01
53.44,-3.39E+00
53.45,-8.95E+00
53.46,-3.64E+00
53.47,-3.35E+00
53.48,-7.81E+00
53.49,-9.65E+00
53.5,-9.38E+00
53.51,-3.44E+00
53.52,7.75E+00
53.53,1.05E+01
53.54,1.44E+01
53.55,2.53E+01
53.56,2.83E+01
53.57,3.10E+01
53.58,3.24E+01
53.59,2.99E+01
53.6,3.19E+01
53.61,2.77E+01
53.62,2.08E+01
53.63,1.86E+01
53.64,1.30E+01
53.65,5.96E+00
53.66,-2.61E+00
53.67,-1.44E+01
53.68,-2.82E+01
53.69,-4.33E+01
53.7,-5.57E+01
53.71,-6.65E+01
53.72,-7.25E+01
53.73,-7.58E+01
53.74,-7.37E+01
53.75,-5.57E+01
53.76,-3.29E+01
53.77,-2.03E+01
53.78,-9.45E+00
53.79,6.69E+00
53.8,1.36E+01
53.81,2.34E+01
53.82,4.32E+01
53.83,5.68E+01
53.84,7.19E+01
53.85,7.91E+01
53.86,7.16E+01
53.87,5.94E+01
53.88,3.79E+01
53.89,1.70E+01
53.9,1.53E+00
53.91,-1.10E+01
53.92,-1.73E+01
53.93,-1.90E+01
53.94,-1.68E+01
53.95,-1.42E+01
53.96,-1.99E+01
53.97,-3.20E+01
53.98,-4.09E+01
53.99,-4.92E+01
54,-4.74E+01
54.01,-3.53E+01
54.02,-2.83E+01
54.03,-1.57E+01
54.04,-1.82E+00
54.05,1.82E+00
54.06,7.25E+00
54.07,1.25E+01
54.08,1.33E+01
54.09,1.26E+01
54.1,1.23E+01
54.11,1.11E+01
54.12,8.44E+00
54.13,7.63E+00
54.14,2.69E+00
54.15,-9.07E-01
54.16,-2.66E+00
54.17,-7.33E+00
54.18,-1.07E+01
54.19,-1.47E+01
54.2,-1.72E+01
54.21,-1.81E+01
54.22,-1.78E+01
54.23,-1.88E+01
54.24,-1.39E+01
54.25,-6.30E+00
54.26,-8.01E+00
54.27,-5.81E+00
54.28,-4.67E-01
54.29,4.03E+00
54.3,1.25E+01
54.31,2.37E+01
54.32,2.81E+01
54.33,2.45E+01
54.34,2.52E+01
54.35,1.99E+01
54.36,6.20E+00
54.37,-2.81E+00
54.38,-7.67E+00
54.39,-7.37E+00
54.4,-3.61E-01
54.41,6.88E+00
54.42,9.46E+00
54.43,9.82E+00
54.44,1.12E+01
54.45,8.94E+00
54.46,3.39E+00
54.47,-4.70E+00
54.48,-1.40E+01
54.49,-1.69E+01
54.5,-2.30E+01
54.51,-2.58E+01
54.52,-1.92E+01
54.53,-1.59E+01
54.54,-9.88E+00
54.55,-2.83E+00
54.56,1.34E-01
54.57,6.64E-01
54.58,1.86E+00
54.59,2.70E+00
54.6,-1.02E+00
54.61,9.61E-01
54.62,8.81E+00
54.63,1.36E+01
54.64,1.31E+01
54.65,1.19E+01
54.66,1.30E+01
54.67,1.18E+01
54.68,7.38E+00
54.69,3.97E+00
54.7,3.76E+00
54.71,3.15E+00
54.72,1.69E+00
54.73,-1.51E+00
54.74,-3.77E+00
54.75,-4.02E+00
54.76,-9.53E+00
54.77,-1.12E+01
54.78,-1.25E+00
54.79,1.01E+01
54.8,2.05E+01
54.81,3.24E+01
54.82,4.10E+01
54.83,4.87E+01
54.84,5.62E+01
54.85,5.19E+01
54.86,3.49E+01
54.87,1.30E+01
54.88,-5.85E+00
54.89,-1.49E+01
54.9,-2.57E+01
54.91,-3.78E+01
54.92,-3.83E+01
54.93,-3.62E+01
54.94,-2.59E+01
54.95,-6.99E+00
54.96,6.05E+00
54.97,1.21E+01
54.98,1.14E+01
54.99,8.25E+00
55,3.34E-02
55.01,-2.93E+00
55.02,-7.93E-01
55.03,-2.51E+00
55.04,6.39E+00
55.05,1.61E+01
55.06,2.19E+01
55.07,3.00E+01
55.08,3.33E+01
55.09,3.62E+01
55.1,4.08E+01
55.11,4.27E+01
55.12,3.92E+01
55.13,2.92E+01
55.14,1.77E+01
55.15,1.02E+01
55.16,3.25E+00
55.17,-4.24E+00
55.18,-1.44E+01
55.19,-2.57E+01
55.2,-3.02E+01
55.21,-3.40E+01
55.22,-3.74E+01
55.23,-3.94E+01
55.24,-4.05E+01
55.25,-3.53E+01
55.26,-2.71E+01
55.27,-1.34E+01
55.28,-1.90E+00
55.29,3.10E+00
55.3,1.20E+01
55.31,1.68E+01
55.32,1.77E+01
55.33,1.75E+01
55.34,1.27E+01
55.35,1.03E+01
55.36,8.40E+00
55.37,6.02E+00
55.38,7.13E+00
55.39,9.26E+00
55.4,9.60E+00
55.41,9.32E+00
55.42,9.38E+00
55.43,1.12E+01
55.44,1.12E+01
55.45,4.32E+00
55.46,-8.85E-01
55.47,-2.60E+00
55.48,-5.92E-01
55.49,6.95E+00
55.5,1.19E+01
55.51,1.45E+01
55.52,1.49E+01
55.53,1.24E+01
55.54,9.18E+00
55.55,1.43E+00
55.56,-6.12E+00
55.57,-6.71E+00
55.58,-6.81E+00
55.59,-1.26E+01
55.6,-1.79E+01
55.61,-1.66E+01
55.62,-1.28E+01
55.63,-5.40E+00
55.64,4.17E+00
55.65,3.78E+00
55.66,9.63E-01
55.67,3.35E+00
55.68,-3.79E+00
55.69,-1.45E+01
55.7,-2.19E+01
55.71,-3.35E+01
55.72,-3.60E+01
55.73,-3.15E+01
55.74,-2.61E+01
55.75,-9.55E+00
55.76,3.56E+00
55.77,9.74E+00
55.78,1.63E+01
55.79,1.55E+01
55.8,1.49E+01
55.81,1.71E+01
55.82,1.73E+01
55.83,1.68E+01
55.84,1.32E+01
55.85,1.01E+01
55.86,7.91E+00
55.87,5.51E+00
55.88,1.12E+00
55.89,-4.01E+00
55.9,-2.22E+00
55.91,-1.20E+00
55.92,1.62E+00
55.93,1.03E+01
55.94,1.06E+01
55.95,1.28E+01
55.96,1.93E+01
55.97,1.74E+01
55.98,1.42E+01
55.99,6.08E+00
56,-4.63E+00
56.01,-9.53E+00
56.02,-1.70E+01
56.03,-2.27E+01
56.04,-2.16E+01
56.05,-2.10E+01
56.06,-2.04E+01
56.07,-1.96E+01
56.08,-2.08E+01
56.09,-1.98E+01
56.1,-1.79E+01
56.11,-1.79E+01
56.12,-1.55E+01
56.13,-1.44E+01
56.14,-1.27E+01
56.15,-7.71E+00
56.16,-4.36E+00
56.17,2.94E+00
56.18,1.12E+01
56.19,1.28E+01
56.2,1.35E+01
56.21,1.35E+01
56.22,1.13E+01
56.23,8.94E+00
56.24,3.75E+00
56.25,1.33E-01
56.26,1.29E+00
56.27,6.34E+00
56.28,1.23E+01
56.29,1.36E+01
56.3,1.38E+01
56.31,9.78E+00
56.32,3.53E+00
56.33,3.01E+00
56.34,2.39E+00
56.35,4.00E+00
56.36,7.40E+00
56.37,5.42E+00
56.38,2.92E+00
56.39,-2.32E+00
56.4,-1.03E+01
56.41,-1.44E+01
56.42,-1.76E+01
56.43,-1.77E+01
56.44,-1.56E+01
56.45,-1.51E+01
56.46,-1.52E+01
56.47,-1.95E+01
56.48,-2.49E+01
56.49,-2.79E+01
56.5,-2.87E+01
56.51,-2.37E+01
56.52,-1.19E+01
56.53,5.26E+00
56.54,1.87E+01
56.55,2.30E+01
56.56,2.28E+01
56.57,1.97E+01
56.58,1.56E+01
56.59,1.45E+01
56.6,1.85E+01
56.61,1.96E+01
56.62,1.56E+01
56.63,1.49E+01
56.64,1.33E+01
56.65,7.04E+00
56.66,1.84E+00
56.67,-2.26E+00
56.68,-3.94E+00
56.69,-4.37E-01
56.7,7.45E-01
56.71,-6.61E+00
56.72,-1.63E+01
56.73,-2.30E+01
56.74,-2.46E+01
56.75,-2.19E+01
56.76,-1.97E+01
56.77,-1.72E+01
56.78,-1.55E+01
56.79,-1.81E+01
56.8,-1.93E+01
56.81,-1.78E+01
56.82,-1.50E+01
56.83,-5.84E+00
56.84,4.35E+00
56.85,1.02E+01
56.86,1.42E+01
56.87,9.92E+00
56.88,3.19E+00
56.89,5.76E+00
56.9,9.28E+00
56.91,9.67E+00
56.92,7.96E+00
56.93,3.95E+00
56.94,1.89E+00
56.95,-2.15E+00
56.96,-8.70E+00
56.97,-1.15E+01
56.98,-1.37E+01
56.99,-1.73E+01
57,-1.69E+01
57.01,-1.49E+01
57.02,-1.59E+01
57.03,-1.20E+01
57.04,-5.87E+00
57.05,-3.50E+00
57.06,7.56E-01
57.07,2.99E+00
57.08,7.64E+00
57.09,1.37E+01
57.1,1.44E+01
57.11,1.85E+01
57.12,1.93E+01
57.13,1.42E+01
57.14,1.23E+01
57.15,1.02E+01
57.16,4.16E+00
57.17,-7.41E+00
57.18,-1.62E+01
57.19,-2.05E+01
57.2,-2.48E+01
57.21,-2.03E+01
57.22,-8.58E+00
57.23,2.10E-01
57.24,3.34E+00
57.25,5.15E+00
57.26,1.43E+01
57.27,2.69E+01
57.28,3.44E+01
57.29,3.51E+01
57.3,2.67E+01
57.31,1.32E+01
57.32,4.16E+00
57.33,-1.53E+00
57.34,-1.17E+01
57.35,-2.24E+01
57.36,-2.69E+01
57.37,-2.60E+01
57.38,-2.12E+01
57.39,-2.07E+01
57.4,-2.14E+01
57.41,-1.59E+01
57.42,-7.07E+00
57.43,7.60E+00
57.44,1.66E+01
57.45,1.86E+01
57.46,2.60E+01
57.47,3.16E+01
57.48,3.52E+01
57.49,3.71E+01
57.5,3.31E+01
57.51,2.78E+01
57.52,2.45E+01
57.53,1.91E+01
57.54,4.25E+00
57.55,-9.76E+00
57.56,-1.66E+01
57.57,-1.89E+01
57.58,-1.70E+01
57.59,-1.60E+01
57.6,-1.30E+01
57.61,-8.24E+00
57.62,-4.44E+00
57.63,-6.19E+00
57.64,-1.14E+01
57.65,-1.14E+01
57.66,-1.12E+01
57.67,-8.82E+00
57.68,-5.47E+00
57.69,-7.91E+00
57.7,-5.04E+00
57.71,-2.30E+00
57.72,-1.31E+01
57.73,-2.09E+01
57.74,-2.43E+01
57.75,-2.78E+01
57.76,-2.21E+01
57.77,-2.21E+01
57.78,-2.67E+01
57.79,-2.34E+01
57.8,-1.37E+01
57.81,1.79E+00
57.82,1.41E+01
57.83,2.14E+01
57.84,2.93E+01
57.85,3.43E+01
57.86,3.03E+01
57.87,2.29E+01
57.88,1.59E+01
57.89,9.09E+00
57.9,5.58E+00
57.91,2.92E+00
57.92,-1.26E+00
57.93,-6.57E+00
57.94,-6.30E+00
57.95,-2.00E+00
57.96,-8.85E-01
57.97,-9.43E-01
57.98,-2.52E+00
57.99,-4.35E+00
58,-6.26E+00
58.01,-8.81E+00
58.02,-7.53E+00
58.03,-3.64E+00
58.04,2.54E+00
58.05,7.43E+00
58.06,8.63E+00
58.07,1.18E+01
58.08,1.46E+01
58.09,1.67E+01
58.1,1.74E+01
58.11,1.53E+01
58.12,7.60E+00
58.13,-4.25E+00
58.14,-1.29E+01
58.15,-2.05E+01
58.16,-2.45E+01
58.17,-2.56E+01
58.18,-2.30E+01
58.19,-1.64E+01
58.2,-1.32E+01
58.21,-8.43E+00
58.22,3.11E-01
58.23,1.05E+01
58.24,1.95E+01
58.25,2.33E+01
58.26,2.17E+01
58.27,1.76E+01
58.28,1.16E+01
58.29,7.15E+00
58.3,7.02E+00
58.31,8.18E+00
58.32,7.73E+00
58.33,2.95E+00
58.34,-3.70E-01
58.35,-1.80E+00
58.36,-6.17E+00
58.37,-1.26E+01
58.38,-1.98E+01
58.39,-2.17E+01
58.4,-2.03E+01
58.41,-1.93E+01
58.42,-2.01E+01
58.43,-2.06E+01
58.44,-1.50E+01
58.45,-8.11E+00
58.46,-1.47E+00
58.47,2.92E+00
58.48,6.31E+00
58.49,1.40E+01
58.5,1.80E+01
58.51,1.92E+01
58.52,2.11E+01
58.53,2.21E+01
58.54,2.65E+01
58.55,2.77E+01
58.56,2.23E+01
58.57,1.84E+01
58.58,1.59E+01
58.59,1.44E+01
58.6,1.32E+01
58.61,1.23E+01
58.62,1.42E+01
58.63,1.44E+01
58.64,1.45E+01
58.65,9.69E+00
58.66,6.30E-01
58.67,2.88E+00
58.68,6.25E+00
58.69,6.29E+00
58.7,4.45E+00
58.71,-3.95E+00
58.72,-4.01E+00
58.73,-2.85E+00
58.74,-1.00E+01
58.75,-1.77E+01
58.76,-2.57E+01
58.77,-2.80E+01
58.78,-2.55E+01
58.79,-1.99E+01
58.8,-1.52E+01
58.81,-1.45E+01
58.82,-1.20E+01
58.83,-1.26E+01
58.84,-1.48E+01
58.85,-1.36E+01
58.86,-7.28E+00
58.87,1.71E+00
58.88,5.08E+00
58.89,7.05E+00
58.9,6.01E+00
58.91,2.95E+00
58.92,2.31E+00
58.93,-2.74E+00
58.94,-5.82E+00
58.95,-2.16E+00
58.96,4.00E-01
58.97,5.14E+00
58.98,1.45E+01
58.99,2.27E+01
59,3.40E+01
59.01,4.14E+01
59.02,3.94E+01
59.03,3.96E+01
59.04,3.61E+01
59.05,2.93E+01
59.06,2.06E+01
59.07,3.07E+00
59.08,-8.44E+00
59.09,-1.18E+01
59.1,-1.74E+01
59.11,-2.29E+01
59.12,-2.42E+01
59.13,-1.70E+01
59.14,-4.87E+00
59.15,2.37E+00
59.16,-8.59E-01
59.17,-5.58E+00
59.18,-3.70E+00
59.19,-2.18E+00
59.2,-5.63E-01
59.21,-1.59E+00
59.22,-3.69E+00
59.23,1.34E+00
59.24,2.85E+00
59.25,1.90E+00
59.26,1.62E+00
59.27,-1.97E+00
59.28,-2.08E+00
59.29,-5.85E+00
59.3,-1.51E+01
59.31,-1.81E+01
59.32,-1.71E+01
59.33,-9.67E+00
59.34,5.34E+00
59.35,1.23E+01
59.36,1.01E+01
59.37,9.24E+00
59.38,8.78E+00
59.39,7.40E+00
59.4,9.86E+00
59.41,9.98E+00
59.42,7.49E+00
59.43,1.17E+01
59.44,1.64E+01
59.45,1.81E+01
59.46,1.37E+01
59.47,8.92E-01
59.48,-7.24E+00
59.49,-4.90E+00
59.5,9.63E-01
59.51,5.48E+00
59.52,1.18E+01
59.53,1.59E+01
59.54,1.53E+01
59.55,1.14E+01
59.56,-1.69E+00
59.57,-1.50E+01
59.58,-1.98E+01
59.59,-1.92E+01
59.6,-1.36E+01
59.61,-4.79E+00
59.62,4.47E+00
59.63,1.15E+01
59.64,1.89E+01
59.65,2.26E+01
59.66,1.89E+01
59.67,1.78E+01
59.68,1.45E+01
59.69,6.57E+00
59.7,2.22E+00
59.71,-4.94E+00
59.72,-1.14E+01
59.73,-1.30E+01
59.74,-1.69E+01
59.75,-1.63E+01
59.76,-7.44E+00
59.77,1.71E+00
59.78,3.36E+00
59.79,-2.98E+00
59.8,-8.75E+00
59.81,-6.40E+00
59.82,-1.79E+00
59.83,-2.55E+00
59.84,-2.20E+00
59.85,1.29E-01
59.86,-1.36E+00
59.87,-6.23E+00
59.88,-1.44E+01
59.89,-1.98E+01
59.9,-1.54E+01
59.91,-4.42E+00
59.92,8.76E+00
59.93,1.48E+01
59.94,1.33E+01
59.95,1.44E+01
59.96,1.22E+01
59.97,5.48E+00
59.98,3.25E+00
59.99,5.96E-01
60,-3.79E+00
60.01,-6.39E+00
60.02,-8.32E+00
60.03,-6.13E+00
60.04,-4.46E+00
60.05,-8.30E+00
60.06,-9.56E+00
60.07,-6.85E+00
60.08,-1.04E+00
60.09,5.36E+00
60.1,7.69E+00
60.11,8.29E+00
60.12,9.20E+00
60.13,1.08E+01
60.14,5.69E+00
60.15,-1.43E+00
60.16,7.63E-01
60.17,3.96E+00
60.18,9.29E+00
60.19,1.39E+01
60.2,1.18E+01
60.21,1.29E+01
60.22,1.33E+01
60.23,8.61E+00
60.24,2.19E+00
60.25,-5.23E+00
60.26,-1.05E+01
60.27,-1.42E+01
60.28,-1.89E+01
60.29,-2.45E+01
60.3,-3.02E+01
60.31,-3.04E+01
60.32,-2.75E+01
60.33,-2.66E+01
60.34,-2.26E+01
60.35,-1.69E+01
60.36,-7.96E+00
60.37,5.15E+00
60.38,1.71E+01
60.39,2.83E+01
60.4,3.76E+01
60.41,4.39E+01
60.42,4.58E+01
60.43,4.33E+01
